INSTRUMENT REF,INSTRUMENT GROUP,INSTRUMENT TYPE
DE03L_UBA_Ng_HVS_0002,air_sampler,high_vol_sampler
DE03L_UBA_Ng_LVS_0201,air_sampler,low_vol_sampler
DE03L_UBA_Ng_LVS_0301,air_sampler,low_vol_sampler
DE03L_UBA_Ng_Mon_0301,air_monitor,uv_abs
DE03L_UBA_Ng_Mon_0401,air_monitor,uv_fluoresc
DE03L_UBA_Ng_Mon_0501,air_monitor,chemiluminescence_photolytic
DE03L_UBA_Ng_NSA_0201,precip_sampler,wet_only_sampler
DE03L_UBA_Ng_NSA_0301,precip_sampler,wet_only_sampler
DE03L_UBA_Ng_PNS_0001,air_sampler,glass_sinter
DE03L_UBA_Sc_3FP_0001,air_sampler,filter_3pack
DE03L_UBA_Sc_AuC_0001,air_sampler,steel_canister
DE03L_UBA_Sc_Den_0001,air_sampler,denuder
DE03L_UBA_Sc_Den_0002,air_sampler,denuder
DE03L_UBA_Sc_HVS_0001,air_sampler,high_vol_sampler
DE03L_UBA_Sc_HVS_0002,air_sampler,high_vol_sampler
DE03L_UBA_Sc_HVS_0401,air_sampler,high_vol_sampler
DE03L_UBA_Sc_LVS_0201,air_sampler,low_vol_sampler
DE03L_UBA_Sc_LVS_0301,air_sampler,low_vol_sampler
DE03L_UBA_Sc_Mon_0101,air_monitor,Hg_mon
DE03L_UBA_Sc_Mon_0301,air_monitor,uv_abs
DE03L_UBA_Sc_Mon_0401,air_monitor,uv_fluoresc
DE03L_UBA_Sc_Mon_0501,air_monitor,chemiluminescence_photolytic
DE03L_UBA_Sc_NSA_0101,precip_sampler,wet_only_sampler
DE03L_UBA_Sc_NSA_0201,precip_sampler,wet_only_sampler
DE03L_UBA_Sc_NSA_0301,precip_sampler,wet_only_sampler
DE03L_UBA_Sc_NSA_0401,precip_sampler,wet_only_sampler
DE03L_UBA_Sc_PNS_0001,air_sampler,glass_sinter
DE03L_UBA_Sm_AuC_0001,air_sampler,steel_canister
DE03L_UBA_Sm_Den_0001,air_sampler,denuder
DE03L_UBA_Sm_Den_0002,air_sampler,denuder
DE03L_UBA_Sm_HVS_0001,air_sampler,high_vol_sampler
DE03L_UBA_Sm_HVS_0002,air_sampler,high_vol_sampler
DE03L_UBA_Sm_HVS_0401,air_sampler,high_vol_sampler
DE03L_UBA_Sm_LVS_0201,air_sampler,low_vol_sampler
DE03L_UBA_Sm_LVS_0301,air_sampler,low_vol_sampler
DE03L_UBA_Sm_Mon_0101,air_monitor,Hg_mon
DE03L_UBA_Sm_Mon_0301,air_monitor,uv_abs
DE03L_UBA_Sm_Mon_0401,air_monitor,uv_fluoresc
DE03L_UBA_Sm_Mon_0501,air_monitor,chemiluminescence_photolytic
DE03L_UBA_Sm_NSA_0101,precip_sampler,wet_only_sampler
DE03L_UBA_Sm_NSA_0201,precip_sampler,wet_only_sampler
DE03L_UBA_Sm_NSA_0301,precip_sampler,wet_only_sampler
DE03L_UBA_Sm_NSA_0401,precip_sampler,wet_only_sampler
DE03L_UBA_Sm_PNS_0001,air_sampler,glass_sinter
DE03L_UBA_Wa_3FP_0001,air_sampler,filter_3pack
DE03L_UBA_Wa_AuC_0001,air_sampler,steel_canister
DE03L_UBA_Wa_Den_0001,air_sampler,denuder
DE03L_UBA_Wa_Den_0002,air_sampler,denuder
DE03L_UBA_Wa_HVS_0001,air_sampler,high_vol_sampler
DE03L_UBA_Wa_HVS_0002,air_sampler,high_vol_sampler
DE03L_UBA_Wa_HVS_0003,air_sampler,high_vol_sampler
DE03L_UBA_Wa_HVS_0401,air_sampler,high_vol_sampler
DE03L_UBA_Wa_LVS_0201,air_sampler,low_vol_sampler
DE03L_UBA_Wa_LVS_0301,air_sampler,low_vol_sampler
DE03L_UBA_Wa_Mon_0101,air_monitor,Hg_mon
DE03L_UBA_Wa_Mon_0301,air_monitor,uv_abs
DE03L_UBA_Wa_Mon_0401,air_monitor,uv_fluoresc
DE03L_UBA_Wa_Mon_0501,air_monitor,chemiluminescence_photolytic
DE03L_UBA_Wa_NSA_0101,precip_sampler,wet_only_sampler
DE03L_UBA_Wa_NSA_0201,precip_sampler,wet_only_sampler
DE03L_UBA_Wa_NSA_0301,precip_sampler,wet_only_sampler
DE03L_UBA_Wa_NSA_0401,precip_sampler,wet_only_sampler
DE03L_UBA_Wa_PNS_0001,air_sampler,glass_sinter
DE03L_UBA_We_Den_0001,air_sampler,denuder
DE03L_UBA_We_Den_0002,air_sampler,denuder
DE03L_UBA_We_HVS_0001,air_sampler,high_vol_sampler
DE03L_UBA_We_HVS_0401,air_sampler,high_vol_sampler
DE03L_UBA_We_LVS_0201,air_sampler,low_vol_sampler
DE03L_UBA_We_LVS_0301,air_sampler,low_vol_sampler
DE03L_UBA_We_Mon_0301,air_monitor,uv_abs
DE03L_UBA_We_Mon_0401,air_monitor,uv_fluoresc
DE03L_UBA_We_Mon_0501,air_monitor,chemiluminescence_photolytic
DE03L_UBA_We_NSA_0101,precip_sampler,wet_only_sampler
DE03L_UBA_We_NSA_0201,precip_sampler,wet_only_sampler
DE03L_UBA_We_NSA_0301,precip_sampler,wet_only_sampler
DE03L_UBA_We_NSA_0401,precip_sampler,wet_only_sampler
DE03L_UBA_We_PNS_0001,air_sampler,glass_sinter
DE03L_UBA_Zg_AuC_0001,air_sampler,steel_canister
DE03L_UBA_Zg_Den_0001,air_sampler,denuder
DE03L_UBA_Zg_Den_0002,air_sampler,denuder
DE03L_UBA_Zg_HVS_0001,air_sampler,high_vol_sampler
DE03L_UBA_Zg_HVS_0401,air_sampler,high_vol_sampler
DE03L_UBA_Zg_LVS_0201,air_sampler,low_vol_sampler
DE03L_UBA_Zg_LVS_0301,air_sampler,low_vol_sampler
DE03L_UBA_Zg_Mon_0101,air_monitor,Hg_mon
DE03L_UBA_Zg_Mon_0301,air_monitor,uv_abs
DE03L_UBA_Zg_Mon_0401,air_monitor,uv_fluoresc
DE03L_UBA_Zg_Mon_0501,air_monitor,chemiluminescence_photolytic
DE03L_UBA_Zg_NSA_0101,precip_sampler,wet_only_sampler
DE03L_UBA_Zg_NSA_0201,precip_sampler,wet_only_sampler
DE03L_UBA_Zg_NSA_0301,precip_sampler,wet_only_sampler
DE03L_UBA_Zg_NSA_0401,precip_sampler,wet_only_sampler
DE03L_UBA_Zg_PNS_0001,air_sampler,glass_sinter
DE03L_UBA_Zs_AuC_0002,air_sampler,steel_canister
DE03L_abs_01,air_sampler,abs_solution
DE03L_abs_02,air_sampler,abs_solution
DE03L_abs_03,air_sampler,abs_solution
DE03L_abs_04,air_sampler,abs_solution
DE03L_abs_05,air_sampler,abs_solution
DE03L_abs_07,air_sampler,abs_solution
DE03L_abs_08,air_sampler,abs_solution
DE03L_abs_09,air_sampler,abs_solution
DE03L_abs_11,air_sampler,abs_solution
DE03L_abs_12,air_sampler,abs_solution
DE03L_abs_13,air_sampler,abs_solution
DE03L_abs_14,air_sampler,abs_solution
DE03L_abs_15,air_sampler,abs_solution
DE03L_abs_16,air_sampler,abs_solution
DE03L_abs_17,air_sampler,abs_solution
DE03L_abs_18,air_sampler,abs_solution
DE03L_abs_19,air_sampler,abs_solution
DE03L_abs_20,air_sampler,abs_solution
DE03L_bs_01,precip_sampler,bulk_sampler
DE03L_bs_02,precip_sampler,bulk_sampler
DE03L_bs_03,precip_sampler,bulk_sampler
DE03L_bs_04,precip_sampler,bulk_sampler
DE03L_bs_05,precip_sampler,bulk_sampler
DE03L_bs_07,precip_sampler,bulk_sampler
DE03L_bs_08,precip_sampler,bulk_sampler
DE03L_bs_09,precip_sampler,bulk_sampler
DE03L_chemilum_01,air_monitor,chemiluminescence_photolytic
DE03L_den_01,air_sampler,denuder
DE03L_den_07,air_sampler,denuder
DE03L_denuder_09,air_sampler,denuder
DE03L_digitel_DHA80_1,air_sampler,high_vol_sampler
DE03L_digitel_DHA80_2,air_sampler,high_vol_sampler
DE03L_digitel_DHA80_3,air_sampler,high_vol_sampler
DE03L_digitel_DHA80_5,air_sampler,high_vol_sampler
DE03L_digitel_DHA80_7,air_sampler,high_vol_sampler
DE03L_digitel_DHA80_8,air_sampler,high_vol_sampler
DE03L_digitel_DHA80_9,air_sampler,high_vol_sampler
DE03L_digitel_DHA_4,air_sampler,high_vol_sampler
DE03L_f1p_01,air_sampler,filter_1pack
DE03L_f1p_02,air_sampler,filter_1pack
DE03L_f1p_03,air_sampler,filter_1pack
DE03L_f1p_04,air_sampler,filter_1pack
DE03L_f1p_05,air_sampler,filter_1pack
DE03L_f1p_07,air_sampler,filter_1pack
DE03L_f1p_08,air_sampler,filter_1pack
DE03L_f1p_09,air_sampler,filter_1pack
DE03L_f1p_11,air_sampler,filter_1pack
DE03L_f1p_12,air_sampler,filter_1pack
DE03L_f1p_13,air_sampler,filter_1pack
DE03L_f1p_14,air_sampler,filter_1pack
DE03L_f1p_15,air_sampler,filter_1pack
DE03L_f1p_16,air_sampler,filter_1pack
DE03L_f1p_17,air_sampler,filter_1pack
DE03L_f1p_18,air_sampler,filter_1pack
DE03L_f1p_19,air_sampler,filter_1pack
DE03L_f1p_20,air_sampler,filter_1pack
DE03L_f3p_01,air_sampler,filter_3pack
DE03L_f3p_02,air_sampler,filter_3pack
DE03L_f3p_03,air_sampler,filter_3pack
DE03L_f3p_04,air_sampler,filter_3pack
DE03L_f3p_05,air_sampler,filter_3pack
DE03L_f3p_07,air_sampler,filter_3pack
DE03L_f3p_08,air_sampler,filter_3pack
DE03L_f3p_09,air_sampler,filter_3pack
DE03L_f3p_41,air_sampler,filter_3pack
DE03L_fabs_01,air_sampler,filter_abs_solution
DE03L_fabs_02,air_sampler,filter_abs_solution
DE03L_fabs_03,air_sampler,filter_abs_solution
DE03L_fabs_04,air_sampler,filter_abs_solution
DE03L_fabs_05,air_sampler,filter_abs_solution
DE03L_fabs_07,air_sampler,filter_abs_solution
DE03L_fabs_08,air_sampler,filter_abs_solution
DE03L_fabs_09,air_sampler,filter_abs_solution
DE03L_gold_trap_02,air_sampler,gold_trap
DE03L_gold_trap_2,air_sampler,gold_trap
DE03L_gold_trap_7,air_sampler,gold_trap
DE03L_hg_wados_01,precip_sampler,wet_only_sampler
DE03L_hg_wados_06,precip_sampler,wet_only_sampler
DE03L_hgmon_9,air_monitor,Hg_mon
DE03L_hm_bs_02,precip_sampler,bulk_sampler
DE03L_hm_bs_04,precip_sampler,bulk_sampler
DE03L_hm_wados-05,precip_sampler,wet_only_sampler
DE03L_hm_wados_01,precip_sampler,wet_only_sampler
DE03L_hm_wados_02,precip_sampler,wet_only_sampler
DE03L_hm_wados_09,precip_sampler,wet_only_sampler
DE03L_hm_wados_44,precip_sampler,wet_only_sampler
DE03L_hvs1,air_sampler,high_vol_sampler
DE03L_hvs11,air_sampler,high_vol_sampler
DE03L_hvs12,air_sampler,high_vol_sampler
DE03L_hvs13,air_sampler,high_vol_sampler
DE03L_hvs14,air_sampler,high_vol_sampler
DE03L_hvs15,air_sampler,high_vol_sampler
DE03L_hvs16,air_sampler,high_vol_sampler
DE03L_hvs17,air_sampler,high_vol_sampler
DE03L_hvs18,air_sampler,high_vol_sampler
DE03L_hvs19,air_sampler,high_vol_sampler
DE03L_hvs2,air_sampler,high_vol_sampler
DE03L_hvs20,air_sampler,high_vol_sampler
DE03L_hvs3,air_sampler,high_vol_sampler
DE03L_hvs4,air_sampler,high_vol_sampler
DE03L_hvs5,air_sampler,high_vol_sampler
DE03L_hvs6,air_sampler,high_vol_sampler
DE03L_hvs8,air_sampler,high_vol_sampler
DE03L_hvs9,air_sampler,high_vol_sampler
DE03L_hvs_01,air_sampler,high_vol_sampler
DE03L_hvs_02,air_sampler,high_vol_sampler
DE03L_hvs_03,air_sampler,high_vol_sampler
DE03L_hvs_08,air_sampler,high_vol_sampler
DE03L_hvs_09,air_sampler,high_vol_sampler
DE03L_hvs_pop_01,air_sampler,high_vol_sampler
DE03L_hvs_pop_03,air_sampler,high_vol_sampler
DE03L_hvs_pop_08,air_sampler,high_vol_sampler
DE03L_lvs_08,air_sampler,low_vol_sampler
DE03L_lvs_09,air_monitor,Hg_mon
DE03L_lvs_09_1,air_sampler,low_vol_sampler
DE03L_lvs_1d_02,air_sampler,low_vol_sampler
DE03L_lvs_1d_03,air_sampler,low_vol_sampler
DE03L_lvs_1d_07,air_sampler,low_vol_sampler
DE03L_lvs_1d_08,air_sampler,low_vol_sampler
DE03L_lvs_hm_1d_07,air_sampler,low_vol_sampler
DE03L_lvs_hm_1w_01,air_sampler,low_vol_sampler
DE03L_lvs_hm_1w_02,air_sampler,low_vol_sampler
DE03L_lvs_hm_1w_03,air_sampler,low_vol_sampler
DE03L_lvs_hm_1w_07,air_sampler,low_vol_sampler
DE03L_lvs_hm_1w_08,air_sampler,low_vol_sampler
DE03L_lvs_hm_1w_09,air_sampler,low_vol_sampler
DE03L_lvs_hm_1w_09_dup,air_sampler,low_vol_sampler
DE03L_lvs_pm25_02,air_sampler,low_vol_sampler
DE03L_lvs_pm25_03,air_sampler,low_vol_sampler
DE03L_lvs_pm25_08,air_sampler,low_vol_sampler
DE03L_lvs_quarz_TK_02,air_monitor,Hg_mon
DE03L_meteorological_sampler_DE0002R,precip_sampler,wet_only_sampler
DE03L_meteorological_sampler_DE0003R,precip_sampler,wet_only_sampler
DE03L_meteorological_sampler_DE0007R,precip_sampler,wet_only_sampler
DE03L_uv_08,air_monitor,uv_fluoresc
DE03L_uv_abs_08,air_monitor,uv_abs
DE03L_uv_abs_1,air_monitor,uv_abs
DE03L_uv_abs_11,air_monitor,uv_abs
DE03L_uv_abs_12,air_monitor,uv_abs
DE03L_uv_abs_13,air_monitor,uv_abs
DE03L_uv_abs_14,air_monitor,uv_abs
DE03L_uv_abs_17,air_monitor,uv_abs
DE03L_uv_abs_18,air_monitor,uv_abs
DE03L_uv_abs_2,air_monitor,uv_abs
DE03L_uv_abs_26,air_monitor,uv_abs
DE03L_uv_abs_3,air_monitor,uv_abs
DE03L_uv_abs_31,air_monitor,uv_abs
DE03L_uv_abs_35,air_monitor,uv_abs
DE03L_uv_abs_38,air_monitor,uv_abs
DE03L_uv_abs_39,air_monitor,uv_abs
DE03L_uv_abs_4,air_monitor,uv_abs
DE03L_uv_abs_42,air_monitor,uv_abs
DE03L_uv_abs_45,air_monitor,uv_abs
DE03L_uv_abs_46,air_monitor,uv_abs
DE03L_uv_abs_47,air_monitor,uv_abs
DE03L_uv_abs_5,air_monitor,uv_abs
DE03L_uv_abs_6,air_monitor,uv_abs
DE03L_uv_abs_7,air_monitor,uv_abs
DE03L_uv_abs_8,air_monitor,uv_abs
DE03L_uv_abs_9,air_monitor,uv_abs
DE03L_wados_01,precip_sampler,wet_only_sampler
DE03L_wados_02,precip_sampler,wet_only_sampler
DE03L_wados_03,precip_sampler,wet_only_sampler
DE03L_wados_07,precip_sampler,wet_only_sampler
DE03L_wados_1d_02,precip_sampler,wet_only_sampler
DE03L_wados_1d_03,precip_sampler,wet_only_sampler
DE03L_wados_1d_07,precip_sampler,wet_only_sampler
DE03L_wados_1w_01,precip_sampler,wet_only_sampler
DE03L_wados_1w_04,precip_sampler,wet_only_sampler
DE03L_wados_1w_05,precip_sampler,wet_only_sampler
DE03L_wados_1w_08,precip_sampler,wet_only_sampler
DE03L_wados_1w_09,precip_sampler,wet_only_sampler
DE03L_wados_1w_44,precip_sampler,wet_only_sampler
DE03L_wados_hm_09,precip_sampler,wet_only_sampler
DE03L_wados_hm_1w_02,precip_sampler,wet_only_sampler
DE03L_wados_hm_1w_03,precip_sampler,wet_only_sampler
DE03L_wados_hm_1w_07,precip_sampler,wet_only_sampler
DE03L_wados_hm_1w_07_dup,precip_sampler,wet_only_sampler
DE03L_wados_hm_1w_08,precip_sampler,wet_only_sampler
DE03L_wados_hm_1w_08_dup,precip_sampler,wet_only_sampler
DE03L_zsf_o3,air_monitor,uv_abs
DE04L_Digitel_04,air_sampler,high_vol_sampler
DE04L_fabs_04,air_sampler,filter_abs_solution
DE05L_Digitel_05,air_sampler,high_vol_sampler
DE05L_NaJ_41,air_sampler,NaJ_solution
DE05L_Runge_9org,precip_sampler,wet_only_sampler
DE05L_Runge_org,precip_sampler,wet_only_sampler
DE05L_fabs_05,air_sampler,filter_abs_solution
DE06L_NSA_181_KD_01,precip_sampler,wet_only_sampler
DE06L_NSA_181_KD_09,precip_sampler,wet_only_sampler
DE06L_Tekran1,air_monitor,Hg_mon
DE06L_Tekran_06,air_monitor,Hg_mon
DE06L_tekran_07,air_monitor,Hg_mon
DE06L_tekran_31,air_monitor,Hg_mon
DE06L_tekran_IE31,air_monitor,Hg_mon
DE06L_tekran_SE02,air_monitor,Hg_mon
DE06L_tekran_SE12,air_monitor,Hg_mon
DE06L_trekran_SE12,air_monitor,Hg_mon
DE06L_wados_pop_1mo_01,precip_sampler,wet_only_sampler
DE06L_wados_pop_1mo_03,precip_sampler,wet_only_sampler
DE07L_43C_Horiba_07,air_sampler,trace_level_analyzer
DE07L_AL_5001-07,air_monitor,uv_fluoresc
DE07L_Digitel_07,air_sampler,high_vol_sampler
DE07L_Dionex_2,air_sampler,high_performance_liq
DE07L_Dionex_5,air_sampler,high_performance_liq
DE07L_Dionex_7,air_sampler,high_performance_liq
DE07L_Dionex_8,air_sampler,high_performance_liq
DE07L_Dionex_9,air_sampler,high_performance_liq
DE07L_GC_Sichromat_07,air_sampler,GC-FID
DE07L_NSA_org,precip_sampler,wet_only_sampler
DE07L_Picarro-07,air_monitor,online_crds
DE07L_Picarro-07L,air_monitor,online_crds
DE07L_fabs_07,air_sampler,filter_abs_solution
DE07L_hvs7,air_sampler,high_vol_sampler
DE07L_tekran_09,air_monitor,Hg_mon
DE07L_uv_abs_7,air_monitor,uv_abs
DE08L_43C_Horiba_08,air_sampler,trace_level_analyzer
DE08L_AMS_44,air_monitor,AMS
DE08L_AMS_MEL01,air_monitor,AMS
DE08L_APS-TSI-3321_IFT,air_monitor,aps
DE08L_Aerodyne_Q-ACSM_140-143,air_monitor,aerosol_mass_spectrometer
DE08L_Andersen_PM10_Melpitz,air_sampler,high_vol_sampler
DE08L_BfUL_SMPS_Dresden-Winckelmannstrasse,air_monitor,smps
DE08L_BfUL_TSMPS_DD-Nord,air_monitor,tsmps
DE08L_DE08L_MAAP-5012_DE08_pm10_LE_M,air_monitor,filter_absorption_photometer
DE08L_DE08L_TDMPS_TROPOS_LE-West,air_monitor,tdmps
DE08L_DE08L_TROPOS_V_TSMPS_MELPITZ04,air_monitor,v-smps
DE08L_DIGITEL,air_sampler,high_vol_sampler
DE08L_DIONEX_3000,air_sampler,high_vol_sampler
DE08L_DMPS-TROPOS,air_monitor,DMPS-CCNC
DE08L_DMPS_IFT_HPEISS01,air_monitor,dmps
DE08L_DMPS_IFT_MELPITZ01,air_monitor,dmps
DE08L_DMPS_IFT_MELPITZ02,air_monitor,dmps
DE08L_DMPS_IFT_MELPITZ02_until_20080818_,air_monitor,dmps
DE08L_GRIMM_44,air_monitor,optical_particle_counter
DE08L_HTDMA_IfT_Leipzig,air_monitor,HTDMA
DE08L_HVS_DIGITEL_DHA-80,air_sampler,high_vol_sampler
DE08L_HVS_digitel_44_DHA-80,air_sampler,high_vol_sampler
DE08L_HVS_pop_08,air_sampler,high_vol_sampler
DE08L_Horiba_APNA-360CE_Brf,air_monitor,chemiluminescence_molybdenum
DE08L_Horiba_APNA-370CE_Brf,air_monitor,chemiluminescence_molybdenum
DE08L_MAAP-5012,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012-Melpitz,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_BOESEL,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_Boesel,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_DE0003R_aerosol,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_DE08,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_DE08L_LE-Eiba,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_DE08_1,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_DE08_SSL,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_DE08_pm10,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_DE08_pm10_LE-M,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_DE08_pm10_LE_M,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_LE-EIBA_NRT,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_LE-Eisenbahnstrasse,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_LE-Eisenbahnstrasse_pm1,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_LE-Mitte,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_LE-West,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_LEE,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_Leipzig,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_MELPITZ,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_Melpitz,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_NEU,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_NGL,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_SSL,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_Waldhof,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_Waldhof_pm10,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_ZUGSPITZE,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_Zugspitze,air_monitor,filter_absorption_photometer
DE08L_MAAP-5012_pm10,air_monitor,filter_absorption_photometer
DE08L_MAAP_Carusso_43,air_monitor,filter_absorption_photometer
DE08L_Melpitz_AMS,air_monitor,AMS
DE08L_Metrohm,air_sampler,high_vol_sampler
DE08L_Metrohm_1,air_monitor,online_IC
DE08L_NSA-org,precip_sampler,wet_only_sampler
DE08L_NSA_org,precip_sampler,wet_only_sampler
DE08L_NaJ_01,air_sampler,NaJ_solution
DE08L_NaJ_09,air_sampler,NaJ_solution
DE08L_NaJ_DE01L,air_sampler,NaJ_solution
DE08L_NaJ_DE09L,air_sampler,NaJ_solution
DE08L_SMPS_DWD_HOHENPEISSENBERG,air_monitor,smps
DE08L_SMPS_IFT_PKW,air_monitor,smps
DE08L_SMPS_IFT_PKW_until_20060923_SMPS_U,air_monitor,smps
DE08L_SMPS_LfULG_Annaberg-Buchholz,air_monitor,smps
DE08L_SMPS_LfULG_DD-Nord,air_monitor,smps
DE08L_SMPS_LfULG_DD-Winckelmannstr.,air_monitor,smps
DE08L_SMPS_LfULG_Dresden-Winckelmannstrasse,air_monitor,smps
DE08L_SMPS_MEL_NRT,air_monitor,smps
DE08L_SMPS_TROPOS_LE-West,air_monitor,smps
DE08L_SMPS_TROPOS_NRT,air_monitor,smps
DE08L_SMPS_UBA_BOESEL,air_monitor,smps
DE08L_SMPS_UBA_NEUGLOBSOW,air_monitor,smps
DE08L_SMPS_UBA_SCHAUINSLAND,air_monitor,smps
DE08L_SMPS_UBA_WALDHOF,air_monitor,smps
DE08L_SMPS_UBA_ZUGSPITZE,air_monitor,smps
DE08L_TDMPS_IFT_MELPITZ03,air_monitor,dmps
DE08L_TDMPS_LfULG_DD-Nord,air_monitor,tdmps
DE08L_TDMPS_TROPOS_LE-Mitte,air_monitor,tdmps
DE08L_TDMPS_TROPOS_LE-West,air_monitor,tdmps
DE08L_TDMPS_TROPOS_LEIPZIG03,air_monitor,tdmps
DE08L_TDMPS_TROPOS_MELPITZ03,air_monitor,tdmps
DE08L_TROPOS_SMPS_Annaberg-Buchholz,air_monitor,smps
DE08L_TROPOS_SMPS_Deutschneudorf,air_monitor,smps
DE08L_TROPOS_SMPS_LEIPZIG_EISENBAHNSTR_NRT,air_monitor,smps
DE08L_TROPOS_SMPS_LE_Mitte,air_monitor,smps
DE08L_TROPOS_SMPS_UBA_BOESEL,air_monitor,smps
DE08L_TROPOS_SMPS_UBA_HOHENPEISSENBERG,air_monitor,smps
DE08L_TROPOS_SMPS_UBA_NEUGLOBSOW,air_monitor,smps
DE08L_TROPOS_SMPS_UBA_SCHAUINSLAND,air_monitor,smps
DE08L_TROPOS_SMPS_UBA_SCHAUINSLAND_pm10,air_monitor,smps
DE08L_TROPOS_SMPS_UBA_ZUGSPITZE,air_monitor,smps
DE08L_TROPOS_TDMPS_LE-EISENBAHNSTRASSE,air_monitor,tdmps
DE08L_TROPOS_TDMPS_LE-Mitte,air_monitor,tdmps
DE08L_TROPOS_TDMPS_LEIPZIG03,air_monitor,tdmps
DE08L_TROPOS_TDMPS_LEIPZIG03_smps,air_monitor,smps
DE08L_TROPOS_TSMPS_LE-West,air_monitor,tsmps
DE08L_TROPOS_TSMPS_LE-West_pm10,air_monitor,tsmps
DE08L_TROPOS_TSMPS_MELPITZ04,air_monitor,tsmps
DE08L_TROPOS_V-SMPS_UBA_BOESEL,air_monitor,v-smps
DE08L_TROPOS_V-SMPS_UBA_HOHENPEISSENBERG,air_monitor,v-smps
DE08L_TROPOS_V-SMPS_UBA_SCHAUINSLAND,air_monitor,v-smps
DE08L_TROPOS_V-SMPS_UBA_SCHAUINSLAND_pm10_nv,air_monitor,v-smps
DE08L_TROPOS_V-TDMPS_LEIPZIG03,air_monitor,v-tdmps
DE08L_TROPOS_VSMPS_UBA_HOHENPEISSENBERG,air_monitor,v-smps
DE08L_TROPOS_V_SMPS_UBA_ZUGSPITZE,air_monitor,v-smps
DE08L_TROPOS_V_TDMPS_LEIPZIG03,air_monitor,v-tdmps
DE08L_TROPOS_V_TDMPS_LEIPZIG03_v,air_monitor,v-smps
DE08L_TROPOS_V_TSMPS_MELPITZ04,air_monitor,tsmps
DE08L_TROPS_SMPS_UBA_WALDHOF,air_monitor,smps
DE08L_TSI3561_sernum_1035,air_monitor,nephelometer
DE08L_TSI3563_sernum_1025,air_monitor,nephelometer
DE08L_TSI3563_sernum_1027_and_1025,air_monitor,nephelometer
DE08L_TSI_3563_DE08,air_monitor,nephelometer
DE08L_TSI_3563_MEL_dry,air_monitor,nephelometer
DE08L_TSI_3563_MEL_dry_NRT,air_monitor,nephelometer
DE08L_TSI_3563_Melpitz,air_monitor,nephelometer
DE08L_TSI_3563_ZSF,air_monitor,nephelometer
DE08L_TSI_SMPS_UBA_ZUGSPITZE,air_monitor,smps
DE08L_TSI_SMPS_UBA_ZUGSPITZE_v_smps,air_monitor,v-smps
DE08L_TSI_V-SMPS_UBA_ZUGSPITZE,air_monitor,v-smps
DE08L_TSMPS_LfULG_DD-Nord,air_monitor,tsmps
DE08L_Thermo_5012_MEL_NRT,air_monitor,filter_absorption_photometer
DE08L_V-SMPS_UBA_BOESEL,air_monitor,v-smps
DE08L_V-SMPS_UBA_HOHENPEISSENBERG,air_monitor,v-smps
DE08L_V-SMPS_UBA_SCHAUINSLAND,air_monitor,v-smps
DE08L_V-SMPS_UBA_ZUGSPITZE,air_monitor,v-smps
DE08L_V-TDMPS_TROPOS_LEIPZIG03,air_monitor,v-tdmps
DE08L_V-TDMPS_TROPOS_MELPITZ03,air_monitor,v-tdmps
DE08L_Xkfg_de44,air_sampler,low_vol_sampler
DE08L_digitel_44,air_sampler,high_vol_sampler
DE08L_hvs_01,air_sampler,high_vol_sampler
DE08L_hvs_01_dup,air_sampler,high_vol_sampler
DE08L_hvs_08,air_sampler,high_vol_sampler
DE08L_hvs_09,air_sampler,high_vol_sampler
DE08L_hvs_09_dup,air_sampler,high_vol_sampler
DE08L_hvs_44,air_sampler,high_vol_sampler
DE08L_hvs_pop_03,air_sampler,high_vol_sampler
DE08L_hvs_pop_03_dup,air_sampler,high_vol_sampler
DE08L_hvs_pop_08,air_sampler,high_vol_sampler
DE08L_sc_02,air_sampler,steel_canister
DE08L_sc_03,air_sampler,steel_canister
